geom,idespacio,nombre_del_espacio,longitude,latitude,tipo_de_cineclub,el_espacio_de_exhibicion_depende_de,ano_de_apertura,objetivo,frecuencia_de_exhibicion,tipo_de_poblacion,facebook,instagram,otra,estatus
POINT(-99.0080772628228 19.2041996953288),241,Colectivo Barrio Conciencia,"-99,00807726","19,2041997",Itinerante,Comunitario,Sin información,Sin información,Semanalmente,Para todo público,https://www.facebook.com/barrio.conciencia,Sin información,Sin información,Activo
POINT(-99.1444724959634 19.4341609400882),163,Colectivo Cine Social (En el Museo Memoria y Tolerancia),"-99,1444725","19,43416094",Presencial en un lugar fijo,Independiente,Sin información,Reflexionar sobre temáticas diversas a través del cine,Mensualmente,Para todo público,https://www.facebook.com/colectivocinesocial/,https://www.instagram.com/colectivocinesocial/,Sin información,Activo
POINT(-99.1030546002668 19.4457601112416),265,Colectivo Cultural Semilleros,"-99,1030546","19,44576011",Presencial en un lugar fijo,Comunitario,Sin información,Garantizar el ejercicio de los derechos culturales,Quincenalmente,Para todo público,https://www.facebook.com/profile.php?id=100070065241545,Sin información,http://colectivoculturalsemilleros.blogspot.com/?fbclid=IwAR140TIt9aqUYQI02w3Kze9CHhY9Yvo_zk6MsukVEKaw3_LKdWoO-0yUtnY,Activo
POINT(-99.1522292315713 19.5273862044825),195,Colectivo Cultural Sendero Cofradía,"-99,15222923","19,5273862",Sin información,Comunitario,Sin información,Sin información,Sin información,Sin información,Sin información,Sin información,http://circulosculturalesnorte.blogspot.com/p/colectivo-sendero.html,Activo
POINT(-99.2363701558201 19.2740523512074),164,Colectivo Productora Calles,"-99,23637016","19,27405235",Itinerante,Independiente,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/productoracalles/,Sin información,Sin información,Activo
POINT(-99.2045536 19.4998328),270,Colegio de Ciencias y Humanidades Plantel Azcapotzalco UNAM,"-99,2045536","19,4998328",Sin información,Institución educativa pública,Sin información,Sin información,Sin información,Estudiantes,https://www.facebook.com/CCHAzcapotzalcOficial,Sin información,https://www.cch.unam.mx/azcapotzalco?fbclid=IwAR0iAabIBSRqYUJ5m4wLw0F9OpAvLA7zw3gMehZNvxeiOzEkYI0MgzFyHZs,Activo
POINT(-99.0571604761872 19.3625621543188),65,Complejo cultural Barco Utopía ,"-99,05716048","19,36256215",Presencial en un lugar fijo,Alcaldía,2022,Promover el cine,Fines de semana,Para todo público,https://www.facebook.com/BarcoUtopiaAlcaldiaIztapalapa/,https://www.instagram.com/barcoutopia.iztapalapa/,https://www.culturaiztapalapa.com/barcoutopia,Activo
POINT(-99.142007860841 19.4475297498666),100,Comunidad nueva ,"-99,14200786","19,44752975",Presencial en un lugar fijo,Comunitario,2016,Promover el cine,Semanalmente,Para todo público,https://www.facebook.com/comunawarrior,Sin información,Sin información,Activo
POINT(-99.1278057612562 19.2480050058876),11,Conjunto Cultural Tepalcatlalpan,"-99,12780576","19,24800501",Mixto,Alcaldía,2018,Promover el cine mexicano,Dos veces por semana,Vecinos,https://www.facebook.com/cculturatepalcatlalpan/?locale=es_LA,Sin información,Sin información,Activo
POINT(-99.1746237 19.4118433),161,Círculo Psicoanalítico Mexicano ,"-99,1746237","19,4118433",Sin información,Independiente,Sin información,Sin información,Semanalmente,Sin información,https://www.facebook.com/cpmacnet,Sin información,http://www.cpmac.org/?fbclid=IwAR00h9_4e1dJprdEyoBAq6887ur7CLASDUnb-_597Mw9LZEKli2TXOxEcuU,Activo
POINT(-99.120959 19.3034547),131,Dandole vuelo a la hilacha,"-99,120959","19,3034547",Presencial en un lugar fijo,Comunitario,Sin información,Sin información,Sin información,Comunidades específicas,Sin información,Sin información,Sin información,Activo
POINT(-99.1781203 19.3186969),126,Disidentas,"-99,1781203","19,3186969",Presencial en un lugar fijo,Institución educativa pública,2019,Reflexionar sobre temáticas diversas a través del cine,Semestralmente,Universitarios,https://www.facebook.com/Disidentas,Sin información,Sin información,Activo
POINT(-98.9968382185159 19.335288827189),86,ENCUENTRO CINECLUB,"-98,99683822","19,33528883",Mixto,Comunitario,2012,Formar comunidad por medio del cine,Fines de semana,Para todo público,https://www.facebook.com/encuentro.cineclub/,https://www.instagram.com/encuentro_comunidad_cultural/?fbclid=IwAR1IiX-IE6D4n_uB2w7ejg_kr5f7V5y2K8F2-PYNQCk8WcZzBzXDIE3FlBA,Sin información,Activo
POINT(-99.16845 19.36994),326,El Hormiguero,"-99,16845","19,36994",Presencial en un lugar fijo,Independiente,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/CentroCulturalElHormiguero,Sin información,https://www.elhormiguero.mx/,Activo
POINT(-99.1407065 19.4335607),282,El Rule Centro de Saberes,"-99,1407065","19,4335607",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/ElRuleComunidad/,Sin información,https://www.cultura.cdmx.gob.mx/el-rule,Activo
POINT(-99.1533121 19.4199979),274,Escuela Itinerante de Cine y Narrativa ,"-99,1533121","19,4199979",Sin información,Institución educativa privada,Sin información,Sin información,Sin información,Sin información,https://www.facebook.com/itineranteescuela/,Sin información,https://escuelaitinerantedecine.com/,Activo
POINT(-99.1797378459499 19.3023895106452),278,Escuela Nacional de Antropología e Historia,"-99,17973785","19,30238951",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Universitarios,https://www.facebook.com/ENAH.oficial,Sin información,https://www.enah.edu.mx/,Activo
POINT(-99.1355838772905 19.4976217917803),275,Escuela Superior de Ingeniería Mecánica y Eléctrica Unidad Zacatenco IPN,"-99,13558388","19,49762179",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Universitarios,https://www.ipn.mx/cultura/cineclub-ipn.html,Sin información,Sin información,Activo
POINT(-99.2056326612526 19.4735812989784),10,Escuela de Cronistas Carlos Monsiváis ,"-99,20563266","19,4735813",Presencial en un lugar fijo,Alcaldía,2017,Promover el cine,Fines de semana,Para todo público,https://www.facebook.com/people/Cortos-Corti-Yuz/100029060755609/,Sin información,Sin información,Activo
POINT(-99.0224338113064 19.2991938923603),232,Espacio de Proyección Underground Paradise,"-99,02243381","19,29919389",Presencial en un lugar fijo,Comunitario,2008,Promover el cine mexicano,Mensualmente,Comunidades específicas,https://www.facebook.com/undergroundparadisemx,Sin información,https://www.upmx.org/?fbclid=IwAR0UJSxWlfjtjKc-xdlO-himt0s9fItGuX0kIIOKfIHYdJU_LBnwqNAiAIw,Activo
POINT(-99.1563266594083 19.409941096791),61,Espacio de convivencia,"-99,15632666","19,4099411",Itinerante,Comunitario,2012,Reflexionar sobre temáticas diversas a través del cine,Sin temporalidad fija,Para todo público,Sin información,https://instagram.com/casarefugiados?igshid=OGQ2MjdiOTE=,https://casarefugiados.org/    Twitter: https://twitter.com/CasaRefugiados?t=bE6KKIh-gWmJMT3VzKriBQ&s=09 ,Activo
POINT(-99.1590215710085 19.4148554898611),35,Espacio de exhibición Orizaba 161,"-99,15902157","19,41485549",Presencial en un lugar fijo,Independiente,2022,Garantizar el ejercicio de los derechos culturales,Semanalmente,Para todo público,Sin información,https://www.instagram.com/orizaba161/,Sin información,Activo
POINT(-99.133801620827 19.4319666713125),21,"Espacio de exhibición Ágora, Galería del Pueblo","-99,13380162","19,43196667",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2020,Garantizar el ejercicio de los derechos culturales,Fines de semana,Para todo público,https://www.facebook.com/AgoraGaleriaDelPueblo,Sin información,Sin información,Activo
POINT(-99.1597710981376 19.4162247653095),158,Estudiantes de Psicología (Universidad de Londres),"-99,1597711","19,41622477",Presencial en un lugar fijo,Institución educativa privada,Sin información,Reflexionar sobre temáticas diversas a través del cine,Dos veces por semana,Universitarios,https://www.facebook.com/udlondresmx/,Sin información,https://udlondres.com/,Activo
POINT(-99.0917568170776 19.460954515536),333,FARO Aragón ,"-99,09175682","19,46095452",Mixto,Dependencia del Gobierno de la CDMX,2020,Reflexionar sobre temáticas diversas a través del cine,Quincenalmente,Para todo público,https://www.facebook.com/FaroAragonOficial,https://www.instagram.com/faroaragon/,https://twitter.com/FaroAragon,Activo
POINT(-99.1661622747479 19.4438369888628),47,FARO Cosmos,"-99,16616227","19,44383699",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2021,Garantizar el ejercicio de los derechos culturales,Semanalmente,Para todo público,https://www.facebook.com/lafarocosmos?mibextid=ZbWKwL,Sin información,Sin información,Activo
POINT(-98.9952336266707 19.2214694335082),70,FARO Tecómitl,"-98,99523363","19,22146943",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2023,Garantizar el ejercicio de los derechos culturales,Semanalmente,Para todo público,https://www.facebook.com/Faro.Tecomitl/?mibextid=ZbWKwL,Sin información,Sin información,Activo
POINT(-99.0100822 19.3699235),73,FARO de Oriente ,"-99,0100822","19,3699235",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2023,Formar comunidad por medio del cine,Semanalmente,Para todo público,https://es-la.facebook.com/faro.deoriente/,Sin información,Sin información,Activo
POINT(-99.194326320369 19.2869039228497),97,FORO ELEFANTE (Espacio de exhibición independiente autogestivo) ,"-99,19432632","19,28690392",Presencial en un lugar fijo,Independiente,2018,Reflexionar sobre temáticas diversas a través del cine,Trimestralmente,Comunidades específicas,https://www.facebook.com/cempoaelefante?mibextid=ZbWKwL,Sin información,Sin información,Activo
POINT(-99.118055 19.252085),281,Facultad de Artes y Diseño,"-99,118055","19,252085",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Universitarios,https://www.facebook.com/fad.unam.oficial,Sin información,https://fad.unam.mx/difusion-cultural/actividades-culturales/cineclub/,Activo
POINT(-99.1647726613132 19.4107403198976),165,Facultad de Cine,"-99,16477266","19,41074032",Presencial en un lugar fijo,Institución educativa privada,Sin información,Sin información,Semanalmente,Universitarios,https://www.facebook.com/lafacultaddecine/,Sin información,https://facultaddecine.edu.mx/,Activo
POINT(-99.1847318 19.3316664),271,Facultad de Ingeniería,"-99,1847318","19,3316664",Sin información,Institución educativa pública,Sin información,Sin información,Sin información,Universitarios,https://www.facebook.com/cineclubfi/,Sin información,https://twitter.com/cineclubfi,Activo
POINT(-99.1539003426154 19.3546480601191),272,Facultad de Música,"-99,15390034","19,35464806",Sin información,Institución educativa pública,Sin información,Sin información,Sin información,Universitarios,https://www.facebook.com/profile.php?id=100057722220165,Sin información,Sin información,Activo
POINT(-99.1812638 19.3319335),269,Facultad de Química,"-99,1812638","19,3319335",Sin información,Institución educativa pública,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/FQ.UNAM.MX.Oficial/,Sin información,https://quimica.unam.mx/,Activo
POINT(-99.1114397 19.5032576),192,Faro Indios Verdes,"-99,1114397","19,5032576",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Sin información,https://www.facebook.com/FAROIV/,https://www.instagram.com/faroindiosverdes/,https://faroindiosverdes.info/,Activo
POINT(-99.2001348 19.5069144),283,Faro Xochicalli Poniente (Faro Azcapotzalco),"-99,2001348","19,5069144",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/faroazcapotzalco,Sin información,https://sic.cultura.gob.mx/ficha.php?table=centro_cultural&table_id=3100,Inactivo
POINT(-99.162340532006 19.4117992798982),111,"Festival Internacional de Cine y Comedia, 24Risas por Segundo.","-99,16234053","19,41179928",Itinerante,Independiente,2016,Formar públicos cinematográficos,Sin temporalidad fija,Para todo público,https://www.facebook.com/24RisasXsegundo,24risasxsegundo_fest,www.festival24risas.com,Activo
POINT(-99.1516311 19.4728185),107,Foro Cultural Azcapotzalco,"-99,1516311","19,4728185",Presencial en un lugar fijo,Alcaldía,1950,Promover el cine,Dos funciones diarias siete días a la semana,Para todo público,https://www.facebook.com/AzcapotzalcoMX/,Sin información,Sin información,Activo
POINT(-99.0312089761915 19.1985250930018),358,Foro Cultural Calmecac,"-99,03120898","19,19852509",Presencial en un lugar fijo,Alcaldía,2023,Garantizar el ejercicio de los derechos culturales,Una vez por semana,Infancias,https://www.facebook.com/profile.php?id=61550601382725&_rdc=1&_rdr,Sin información,Sin información,Activo
POINT(-99.1421358896798 19.3390243748952),338,Foro Cultural el Caracol ,"-99,14213589","19,33902437",Presencial en un lugar fijo,Comunitario,2021,Promover el cine,Quincenalmente,Para todo público,https://www.facebook.com/p/Foro-Cultural-El-Caracol-100079943694693/,Sin información,Sin información,Activo
POINT(-99.124278 19.290778),236,Fuerza Colectiva Coapa (Unidad Habitacional Coapa),"-99,124278","19,290778",Itinerante,Comunitario,Sin información,Sin información,Semanalmente,Vecinos,https://www.facebook.com/FuerzaColectivadeCoapa,Sin información,Sin información,Activo
POINT(-99.1384052 19.4276162),166,Fundación para Ancianos Concepción Beistegui,"-99,1384052","19,4276162",Presencial en un lugar fijo,Independiente,Sin información,Sin información,Diariamente,Comunidades específicas,https://www.facebook.com/cbeistegui,Sin información,https://concepcionbeistegui.org.mx/?fbclid=IwAR0iJrDK1gOBDzeNDksT8ZQqDu90ND-vK9Vxf3dr7dFk06cxknQ59FepyPk,Activo
POINT(-99.1333353007336 19.4930705541421),193,Futurama,"-99,1333353","19,49307055",Presencial en un lugar fijo,Alcaldía,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/centroculturalfuturama,Sin información,https://www.facebook.com/ccfuturama,Activo
POINT(-99.1323941 19.4479999),168,Galería José María Velasco,"-99,1323941","19,4479999",Presencial en un lugar fijo,Independiente,Sin información,Sin información,Sin información,Sin información,https://www.facebook.com/GJMVmx,Sin información,Sin información,Activo
POINT(-99.1632011 19.4197271),142,Goethe- Institut Mexiko,"-99,1632011","19,4197271",Presencial en un lugar fijo,Otros Gobiernos,Sin información,Sin información,Semanalmente,Para todo público,https://www.facebook.com/goetheinstitut.mexiko,https://www.instagram.com/goetheinstitut_mexiko/,https://www.goethe.de/ins/mx/de/index.html?wt_sc=mexiko,Activo
POINT(-99.1902055054283 19.4392353475129),22,Granada Semillero de Arte,"-99,19020551","19,43923535",Presencial en un lugar fijo,Independiente,2022,Garantizar el ejercicio de los derechos culturales,Sin temporalidad fija,Comunidades específicas,https://www.facebook.com/Granadasemillero,https://www.instagram.com/granada.semillero/,Sin información,Activo
POINT(-99.00745 19.2737371),243,Hacklab Feminista. La Chinampa.,"-99,00745","19,2737371",Presencial en un lugar fijo,Comunitario,2018,Reflexionar sobre temáticas diversas a través del cine,Mensualmente,Mujeres,https://www.facebook.com/ColectivaInsubordinadas/,Sin información,Sin información,Activo
POINT(-99.1392491454983 19.4007033337067),354,Hierofante Café,"-99,13924915","19,40070333",Mixto,Comunitario,2023,Formar comunidad por medio del cine,Quincenal,Para todo público,Sin información,https://www.instagram.com/hierofante.cafe/,Sin información,Activo
POINT(-99.1046667 19.4838397),268,"IEMS GAM 2 ""Salvador Allende""","-99,1046667","19,4838397",Sin información,Institución educativa pública,Sin información,Sin información,Sin información,Estudiantes,https://www.facebook.com/iems.cdmx/,Sin información,http://www.iems.edu.mx/,Activo
POINT(-98.9985162 19.3336388),277,"IEMS Iztapalapa 3 ""Miravalle""","-98,9985162","19,3336388",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Estudiantes,https://www.facebook.com/iems.cdmx/,Sin información,https://www.iems.cdmx.gob.mx/,Activo
POINT(-99.0651040621768 19.3146871987005),276,"IEMS Plantel Iztapalapa II ""Benito Juárez""","-99,06510406","19,3146872",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Estudiantes,https://www.facebook.com/iems.cdmx/,Sin información,https://www.iems.cdmx.gob.mx/,Activo
POINT(-99.0259055717555 19.2584986244149),280,"IEMS Xochimilco ""Bernardino Sahagún""","-99,02590557","19,25849862",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Estudiantes,https://www.facebook.com/iems.cdmx/,Sin información,https://www.iems.cdmx.gob.mx/,Activo
POINT(-99.1667241 19.4326443),307,IFAL- Instituto Francés de América Latina,"-99,1667241","19,4326443",Presencial en un lugar fijo,Otros Gobiernos,Sin información,Promover el cine,Semanalmente,Para todo público,https://www.facebook.com/ifal.mexico,https://www.instagram.com/ifal_mx/,https://ifal.mx/,Activo
POINT(-99.1545271 19.4381105),171,IIPSOCULTA (Casa de los amigos),"-99,1545271","19,4381105",Presencial en un lugar fijo,Comunitario,Sin información,Garantizar el ejercicio de los derechos culturales,Semanalmente,Comunidades específicas,https://www.facebook.com/IIPSOCULTA/?ref=page_internal,https://www.instagram.com/iipsocultaoficial/,Sin información,Activo
POINT(-99.0115837838844 19.3470584055964),348,Indomita cine comunitario,"-99,01158378","19,34705841",Mixto,Independiente,2023,Formar comunidad por medio del cine,Quincenal,Para todo público,https://www.facebook.com/julieeth.toorres?mibextid=ZbWKwL,Sin información,Sin información,Activo
POINT(-99.1716735132574 19.4494949235662),318,Instituto de la Juventud ,"-99,17167351","19,44949492",Presencial en un lugar fijo,Pilares,Sin información,Sin información,Sin información,Comunidades específicas,https://www.facebook.com/INJUVECDMXoficial?locale=es_LA,Sin información,https://www.injuve.cdmx.gob.mx/,Activo
POINT(-99.1596215170792 19.3579073610424),28,Instituto del Derecho de Asilo Museo casa de León Trotsky AC,"-99,15962152","19,35790736",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,1996,Garantizar el ejercicio de los derechos culturales,Sin temporalidad fija,Para todo público,https://www.facebook.com/museocasadeleontrotsky,Sin información,Sin información,Activo
POINT(-99.2403137 19.3626389),105,LA ARAÑA,"-99,2403137","19,3626389",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Garantizar el ejercicio de los derechos culturales,Sin información,Infancias,Sin información,Sin información,Sin información,Activo
POINT(-99.1857778630992 19.3879889701325),45,LA CALACA Espacio Cultural ,"-99,18577786","19,38798897",Presencial en un lugar fijo,Independiente,2015,Promover el cine,Quincenalmente,Para todo público,https://www.facebook.com/lacalacacultural/?locale=es_LA,https://www.instagram.com/lacalacacultural/?hl=es,https://lacalacacultural.wordpress.com/,Activo
POINT(-99.0545072953326 19.2965134097209),222,LA NOPALERA,"-99,0545073","19,29651341",Sin información,Alcaldía,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/profile.php?id=100063740042826,Sin información,Sin información,Activo
POINT(-99.2488472938413 19.315441002927),301,"LUNA ""Cristina Pacheco""","-99,24884729","19,315441",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.0928450070082 19.3520284315357),300,"LUNA ""Elena Poniatowska""","-99,09284501","19,35202843",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1980483 19.3911882),289,"LUNA 1 ""Alaíde Foppa""","-99,1980483","19,3911882",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.3031151272476 19.3483775151596),294,"LUNA 1 ""Amparo Ochoa""","-99,30311513","19,34837752",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.146825 19.390868),292,"LUNA 1 ""Benita Galeana""","-99,146825","19,390868",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1253188290935 19.3903910943476),298,"LUNA 1 ""Coatlicue""","-99,12531883","19,39039109",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1516772392005 19.4412780038977),287,"LUNA 1 ""Juana de Asbaje""","-99,15167724","19,441278",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1817405 19.4874448),291,"LUNA 1 ""Marcela Lagarde""","-99,1817405","19,4874448",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1170214968689 19.4833109970505),296,"LUNA 1 ""Nahui Ollín""","-99,1170215","19,483311",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.17720823466 19.3327554045237),284,"LUNA 1 ""Tina Modotti""","-99,17720823","19,3327554",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Para todo público,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.021449 19.19112),304,LUNA 1 Cihual In Calli ,"-99,021449","19,19112",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1887691422968 19.405707243666),302,LUNA 1 Frida Kahlo ,"-99,18876914","19,40570724",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.2110073205442 19.3744319142602),290,"LUNA 2 ""Alaíde Foppa""","-99,21100732","19,37443191",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.294882 19.356444),295,"LUNA 2 ""Amparo Ochoa""","-99,294882","19,356444",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1435938 19.3835803),293,"LUNA 2 ""Benita Galeana""","-99,1435938","19,3835803",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.0732795428023 19.4000575208711),299,"LUNA 2 ""Coatlicue""","-99,07327954","19,40005752",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1673115413471 19.4296740283241),288,"LUNA 2 ""Juana de Asbaje""","-99,16731154","19,42967403",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1177145113297 19.463986141017),297,"LUNA 2 ""Nahui Ollín""","-99,11771451","19,46398614",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1495077315457 19.3221787545114),285,"LUNA 2 ""Tina Modotti""","-99,14950773","19,32217875",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Para todo público,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.0310684 19.1980852),305,LUNA 2 Cihual In Calli ,"-99,0310684","19,1980852",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1993228327698 19.4026572313366),303,LUNA 2 Frida Kahlo ,"-99,19932283","19,40265723",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Mujeres,Sin información,Sin información,https://www.semujeres.cdmx.gob.mx/lunas,Inactivo
POINT(-99.1375946 19.4308291),170,La Casa del Cine Mx,"-99,1375946","19,4308291",Presencial en un lugar fijo,Independiente,Sin información,Sin información,Diariamente,Sin información,https://www.facebook.com/casadelcine,Sin información,Sin información,Activo
POINT(-99.1403379896789 19.3748197494721),60,"La Grieta Cine (cineclub, laboratorio)","-99,14033799","19,37481975",Presencial en un lugar fijo,Independiente,2023,Formar comunidad por medio del cine,Semanalmente,Comunidades específicas,https://www.facebook.com/profile.php?id=100089970757859&mibextid=ZbWKwL,https://instagram.com/lagrietacine?igshid=NGExMmI2YTkyZg==,Sin información,Activo
POINT(-98.9961505199202 19.3422079800243),52,La Sabana de filmes,"-98,99615052","19,34220798",Mixto,Comunitario,2017,Formar comunidad por medio del cine,Tres veces por semana,Para todo público,https://www.facebook.com/lasabanadefilmes,Sin información,Sin información,Activo
POINT(-99.1388840185142 19.4006509730931),355,La Sobremesa Cineclub,"-99,13888402","19,40065097",Presencial en un lugar fijo,Independiente,2023,Formar comunidad por medio del cine,Sin información,Vecinos,Sin información,https://www.instagram.com/1990_casadecafe?igshid=MTk0NTkyODZkYg%3D%3D,Sin información,Activo
POINT(-99.0742922 19.3106968),261,La casa de Cultura del Barrio San Antonio ,"-99,0742922","19,3106968",Sin información,Alcaldía,Sin información,Sin información,Sin información,Sin información,Sin información,Sin información,https://sic.cultura.gob.mx/ficha.php?table=centro_cultural&table_id=2762,Activo
POINT(-99.1172221865079 19.4816017319361),96,La pulguita cinéfila (foro cultural),"-99,11722219","19,48160173",Mixto,Independiente,2023,Promover el cine,Dos veces por semana,Para todo público,https://www.facebook.com/pulguitacinefila/?mibextid=ZbWKwL,https://instagram.com/lapulguitacinefila?igshid=NGExMmI2YTkyZg==,Sin información,Activo
POINT(-99.1889072608732 19.3835983546117),346,Laboratorio por los derechos culturales MH,"-99,18890726","19,38359835",Itinerante,Dependencia del Gobierno de la CDMX,2023,Garantizar el ejercicio de los derechos culturales,Sin información,Para todo público,Sin información,mario.sanchez@cdhcm.org.mx,Sin información,Activo
POINT(-99.140901849203 19.3637353207296),340,Libreria Centro Cultural Pájaro de Calor,"-99,14090185","19,36373532",Presencial en un lugar fijo,Independiente,2022,Promover el cine,Sin temporalidad fija,Comunidades específicas,https://www.facebook.com/p/P%C3%A1jaro-de-Calor-100088171339343/?locale=hi_IN,Sin información,Sin información,Activo
POINT(-99.1846849 19.3783738),114,Los Cronopios sin fama,"-99,1846849","19,3783738",Mixto,Comunitario,2015,Formar comunidad por medio del cine,Quincenalmente,Para todo público,https://www.facebook.com/loscronopiossinfama/,Sin información,Sin información,Activo
POINT(-99.1328383054266 19.5453409940626),17,Los carnales dos,"-99,13283831","19,54534099",Presencial en un lugar fijo,Independiente,2019,Formar comunidad por medio del cine,Semanalmente,Para todo público,https://www.facebook.com/p/Cine-club-y-libro-club-Los-carnales-dos-100064254480451/?paipv=0&eav=Afa7ECnko4egYiJy4nR7PYmKpp1mTkIJsmWg-zWuE5zK5Z-d46qUztx0byevvSoZhmE&_rdr,Sin información,Sin información,Activo
POINT(-98.9993162505364 19.2851026903328),216,Los olvidados,"-98,99931625","19,28510269",Virtual,Comunitario,2011,Reflexionar sobre temáticas diversas a través del cine,Quincenalmente,Para todo público,https://www.facebook.com/cinedebarrio.losolvidados,Sin información,Sin información,Activo
